x,y
8.246618148923014,8.59828555454119
3.782003672978742,4.714645717509147
3.724943192632474,8.980442655785401
1.665222335548292,1.9242124181544296
6.113589456511177,6.020763483885751
4.449980677001112,7.2843722162436455
7.701520022340928,7.410963340251665
5.303387640853547,9.231828628009028
4.271440938033903,6.752569643189631
1.898539284037506,0.7856906997314073
0.7606503215021909,2.328746186294932
4.318173310651337,5.300762351067742
7.756879079131861,0.512634244830622
6.775142356253738,2.2829065225774317
6.7818795389924835,3.9784326103738534
1.085029395637307,3.8905001181638266
5.506448485830363,8.358572297326909
3.2003657671664563,5.232789329632838
6.389640710092628,1.4101408120009251
4.692508268866304,5.7193685233494564
5.728053618036087,1.644091357512979
7.83333990973614,8.231350218239186
0.5688497683264615,3.097845192550958
3.269881360271399,3.6284984376166185
8.953163056502303,1.9384463642494743
7.791916903177299,4.7167948860536
1.1849619734794359,0.10369184357657768
6.381075234146082,1.2121434735491543
1.2784501068249055,8.740870367224943
4.2249344090627075,2.159081290117806
2.3558794086389034,5.859302895885518
4.7973584023312,1.754192890020131
7.176470566960217,1.4960666575756087
3.582077192982216,9.322692715217674
9.639574578696097,7.725785884336193
5.721351594883348,7.157390967434608
9.053362109393477,2.44894158942784
2.8813960216470758,1.4073990719834995
1.205624620582364,4.791069002307607
1.9386808046265458,1.62249974498213
7.591314348821696,0.2831786526428881
6.515183925638521,0.594753133582886
4.766750718156664,4.067812584612353
4.09023384060728,9.254248117901367
5.1638271318932425,3.256695301592613
7.834264614303798,5.0278546908797805
6.001202531340239,6.927121674350328
8.94329614926489,4.096362622660925
3.84446074066663,6.992383755578545
8.757611408898784,1.1330517238501503
98.58703844801806,91.0598735528091
92.10193527686019,98.7974248960928
98.9511379028287,91.50625351374003
98.8711637870979,92.51936349110845
99.86886241494767,97.25116947611903
91.60563130920777,92.90212613304422
96.7004535277494,92.92620942323434
91.3736556127349,92.0168690642332
92.25350776988196,92.07544031079823
92.5643296367771,98.4340932416041
96.58209927673356,96.07299402447181
99.07514173812484,99.01957642273508
96.14954149024577,92.3372058891365
90.61021131463116,99.45025271122967
93.586896508116,99.04358648368229
91.87068435277959,99.63537806287846
91.93473871571321,93.31530707630812
90.5985741787317,90.5853291974302
93.13162981690192,95.07164985344579
93.54917447753839,93.67688395839706
94.39419292004912,98.7156147117587
90.90144861920358,97.59619394725587
97.15020089123925,98.02664298430416
99.36209632840348,94.48503446376043
95.70801948114499,92.4215793452137
95.49769842663784,98.63745956453991
92.10676181041323,97.01602739323343
93.02098034441767,92.53999805322461
94.3408568345696,97.29026667974327
96.61143332108732,97.89594537602548
95.15599947273859,91.4917035407617
93.24896749679169,95.0610612758392
99.59682559702304,96.87434406598004
97.66226920917194,96.3239900627484
90.14495889725971,98.58629385223027
97.89783259855666,95.10933449768218
95.18159068892886,99.32307772471776
97.91748722991903,91.54382164627293
97.85010383506027,91.76167766512425
90.22894019741221,96.9818366174408
90.80637152505362,93.23025254341643
94.47100580148165,99.37728789503332
94.42597883506319,96.9603289068168
96.16389277766673,96.98775185959474
93.09940353659206,98.5523633130419
92.14531457554719,90.59970549340892
92.69074598876884,92.35763096086653
93.6751228883493,92.69978926268705
98.58470978705591,94.41489725787694
90.35204774439394,94.07899685138753
4.543625946864243,98.2565128270671
7.255021670576388,90.93063944290604
0.4679645544636324,94.55265147929131
6.511072563022664,98.59865221564313
4.859254034159788,99.50848360490738
8.875091188178013,97.66282757722536
7.691831268834749,92.41109103902562
1.6751556142250745,98.59826864621147
6.173326239419259,91.06778047430961
6.975837182042901,90.39577245586463
5.723686569786308,91.18569883236296
7.794508360600644,90.1230720226114
3.3599791954820333,95.30323525450441
8.283793589921656,97.57317619750282
7.8236801991529346,92.54809398890141
2.9380583563264064,94.94517373913138
5.658928162552367,96.26422179861677
0.4028721103969768,99.25180606927475
4.112162342199244,91.64322763145584
7.870795438406452,91.57690447583667
2.700301293560959,95.42227795593865
1.995834079438299,95.62783386405977
2.4635813198297987,97.50335103309546
8.995260198871195,99.81977475091753
4.114926447716386,97.25225191830552
7.733908516905977,97.7970322616464
0.253179397855956,91.55081407701813
6.800211376965912,94.92631466036624
8.065760396741924,91.59938871315424
3.7369372202089,93.70120276525113
1.8690927416229464,97.19116266650163
0.10513304452442918,92.5311935835106
9.572168696753199,97.95591234401132
9.056781169443948,91.72284396803224
5.133403862953782,90.93405925795528
8.672860413769424,90.95691209401483
5.9047165182466985,95.90251783387875
5.818984204538616,99.64711641978515
0.6294575416557269,92.26816446805958
2.357595784719143,93.38815543618472
4.909827505116498,91.85961851775441
8.291044749668131,95.65749097157936
3.6631048790110023,94.44277786603395
5.006888530792116,96.63952663968244
2.950713463653891,98.21076121779207
1.2527900019242788,91.57971092227945
0.16881139207006512,91.18805407699841
6.676832346375025,90.51277500273977
4.913879058176258,92.5078638277903
5.664834278252695,90.83421723111842
98.18494967303619,9.900609442400663
